text,intent,tema,lokasi,budget_min,budget_max,jumlah_tamu,tipe_acara,venue,waktu
dekor batak sentul 600 lamaran,cari_dekor,batak,sentul,70000000,90000000,600,lamaran,gedung,minggu
estimasi batak pekanbaru 50 estimasi akad rumah,estimasi_budget,batak,pekanbaru,0,0,50,akad,rumah,siang
vendor batak surabaya 550 100jt-150jt akad hotel,cari_vendor,batak,surabaya,100000000,150000000,550,akad,hotel,minggu
cek batak medan 400 50jt-60jt lamaran+akad pantai,tanya_kemungkinan,batak,medan,50000000,60000000,400,lamaran+akad,pantai,weekday
dekor jawa surakarta 150 <= 10jt akad restoran malam,cari_dekor,jawa,surakarta,0,10000000,150,akad,restoran,malam
catering jawa bandung 350 40jt-60jt akad+resepsi kebun,cari_catering,jawa,bandung,40000000,60000000,350,akad+resepsi,kebun,siang
cek sunda pekanbaru 300 30jt-50jt akad+resepsi,tanya_kemungkinan,sunda,pekanbaru,30000000,50000000,300,akad+resepsi,pantai,minggu
dekor sunda puncak 500 80jt-100jt akad kebun,cari_dekor,sunda,puncak,80000000,100000000,500,akad,kebun,siang
cek minang surabaya 50 70jt-90jt lamaran ballroom,tanya_kemungkinan,minang,surabaya,70000000,90000000,50,lamaran,ballroom,pagi
vendor rustic bali 20 5jt-15jt lamaran resort,cari_vendor,rustic,bali,5000000,15000000,20,lamaran,resort,pagi
venue jawa bogor 550 5jt-15jt akad villa,cari_venue,jawa,bogor,5000000,15000000,550,akad,villa,
estimasi melayu yogyakarta 100 akad villa,estimasi_budget,melayu,yogyakarta,0,0,100,akad,villa,weekday
dekor mix_sunda_jawa sentul 400 akad+resepsi rooftop pagi,cari_dekor,mix_sunda_jawa,sentul,10000000,30000000,400,akad+resepsi,rooftop,pagi
catering melayu jakarta pusat 120 90jt-120jt lamaran+akad,cari_catering,melayu,jakarta pusat,90000000,120000000,120,lamaran+akad,ballroom,weekday
venue minang yogyakarta 250 120jt-180jt lamaran+akad ballroom,cari_venue,minang,yogyakarta,120000000,180000000,250,lamaran+akad,ballroom,malam
vendor jawa surakarta 50 5jt-10jt lamaran villa,cari_vendor,jawa,surakarta,5000000,10000000,50,lamaran,villa,minggu
vendor melayu bandung 300 200jt-300jt lamaran outdoor,cari_vendor,melayu,bandung,200000000,300000000,300,lamaran,outdoor,pagi
cek modern tasikmalaya 50 180jt-215jt ballroom,tanya_kemungkinan,modern,tasikmalaya,180000000,215000000,50,akad+resepsi,ballroom,malam
catering sunda surabaya 250 150jt-200jt akad+resepsi ballroom minggu,cari_catering,sunda,surabaya,150000000,200000000,250,akad+resepsi,ballroom,minggu
dekor minang malang 400 200jt-250jt resepsi resort,cari_dekor,minang,malang,200000000,250000000,400,resepsi,resort,siang
vendor batak bali 80 10jt-30jt lamaran+akad ballroom,cari_vendor,batak,bali,10000000,30000000,80,lamaran+akad,ballroom,
dekor internasional bekasi 500 70jt-90jt resepsi outdoor,cari_dekor,internasional,bekasi,70000000,90000000,500,resepsi,outdoor,siang
paket sunda bali 80 120jt-180jt lamaran outdoor,cari_rekomendasi_paket,sunda,bali,120000000,180000000,80,lamaran,outdoor,siang
paket minimalis bekasi 100 120jt-150jt lamaran+akad rooftop pagi,cari_rekomendasi_paket,minimalis,bekasi,120000000,150000000,100,lamaran+akad,rooftop,pagi
estimasi jawa bandung 550 estimasi akad+resepsi resort,estimasi_budget,jawa,bandung,0,0,550,akad+resepsi,resort,weekday
catering mix_sunda_jawa bekasi 200 90jt-120jt resepsi restoran pagi,cari_catering,mix_sunda_jawa,bekasi,90000000,120000000,200,resepsi,restoran,pagi
dekor batak padang 180 80jt-100jt akad+resepsi,cari_dekor,batak,padang,80000000,100000000,180,akad+resepsi,rumah,siang
paket minimalis tasikmalaya 30 70jt-90jt akad taman siang,cari_rekomendasi_paket,minimalis,tasikmalaya,70000000,90000000,30,akad,taman,siang
cek minang malang 180 120jt-180jt resort siang,tanya_kemungkinan,minang,malang,120000000,180000000,180,akad+resepsi,resort,siang
paket melayu malang 350 40jt-50jt ballroom,cari_rekomendasi_paket,melayu,malang,40000000,50000000,350,resepsi,ballroom,minggu
paket minimalis bandung 350 180jt-250jt akad resort,cari_rekomendasi_paket,minimalis,bandung,180000000,250000000,350,akad,resort,
venue minang surakarta 400 100jt-125jt lamaran+akad hotel,cari_venue,minang,surakarta,100000000,125000000,400,lamaran+akad,hotel,
paket bugis bekasi 500 90jt-120jt akad masjid,cari_rekomendasi_paket,bugis,bekasi,90000000,120000000,500,akad,masjid,
estimasi mix_sunda_jawa bekasi 150 estimasi akad outdoor,estimasi_budget,mix_sunda_jawa,bekasi,0,0,150,akad,outdoor,pagi
paket internasional jakarta pusat 20 <= 8jt gedung,cari_rekomendasi_paket,internasional,jakarta pusat,0,8000000,20,lamaran,gedung,weekday
cek mix_sunda_jawa padang 120 90jt-105jt lamaran villa minggu,tanya_kemungkinan,mix_sunda_jawa,padang,90000000,105000000,120,lamaran,villa,minggu
estimasi bugis medan 550 estimasi lamaran+akad,estimasi_budget,bugis,medan,0,0,550,lamaran+akad,rooftop,
vendor modern surakarta 400 20jt-40jt akad+resepsi,cari_vendor,modern,surakarta,20000000,40000000,400,akad+resepsi,rooftop,siang
vendor internasional medan 450 100jt-150jt ballroom,cari_vendor,internasional,medan,100000000,150000000,450,akad+resepsi,ballroom,minggu
vendor minang bandung 350 50jt-70jt resepsi restoran,cari_vendor,minang,bandung,50000000,70000000,350,resepsi,restoran,minggu
cek internasional semarang 20 akad,tanya_kemungkinan,internasional,semarang,180000000,215000000,20,akad,cafe,
estimasi rustic surakarta 180 estimasi resepsi outdoor minggu,estimasi_budget,rustic,surakarta,0,0,180,resepsi,outdoor,minggu
paket internasional jakarta selatan 50 <= 10jt pantai,cari_rekomendasi_paket,internasional,jakarta selatan,0,10000000,50,akad,pantai,
venue internasional puncak 20 5jt-10jt akad+resepsi rooftop,cari_venue,internasional,puncak,5000000,10000000,20,akad+resepsi,rooftop,weekday
paket melayu tasikmalaya 30 200jt-300jt lamaran rumah,cari_rekomendasi_paket,melayu,tasikmalaya,200000000,300000000,30,lamaran,rumah,weekday
vendor bugis medan 300 20jt-40jt resepsi cafe minggu,cari_vendor,bugis,medan,20000000,40000000,300,resepsi,cafe,minggu
venue bugis pekanbaru 300 120jt-150jt akad+resepsi rooftop,cari_venue,bugis,pekanbaru,120000000,150000000,300,akad+resepsi,rooftop,
paket batak jakarta barat 180 80jt-100jt lamaran kebun,cari_rekomendasi_paket,batak,jakarta barat,80000000,100000000,180,lamaran,kebun,pagi
vendor melayu cirebon 400 20jt-30jt akad masjid,cari_vendor,melayu,cirebon,20000000,30000000,400,akad,masjid,weekday
estimasi modern jakarta pusat 100 estimasi akad+resepsi kebun,estimasi_budget,modern,jakarta pusat,0,0,100,akad+resepsi,kebun,siang
cek internasional tasikmalaya 200 <= 5jt lamaran villa,tanya_kemungkinan,internasional,tasikmalaya,0,5000000,200,lamaran,villa,
paket rustic puncak 500 <= 8jt lamaran+akad pagi,cari_rekomendasi_paket,rustic,puncak,0,8000000,500,lamaran+akad,restoran,pagi
paket minang surabaya 50 5jt-15jt lamaran+akad villa weekday,cari_rekomendasi_paket,minang,surabaya,5000000,15000000,50,lamaran+akad,villa,weekday
cek mix_sunda_jawa surabaya 180 <= 8jt outdoor,tanya_kemungkinan,mix_sunda_jawa,surabaya,0,8000000,180,akad,outdoor,weekday
catering internasional makassar 450 <= 10jt ballroom malam,cari_catering,internasional,makassar,0,10000000,450,akad,ballroom,malam
estimasi mix_sunda_jawa malang 250 estimasi akad resort malam,estimasi_budget,mix_sunda_jawa,malang,0,0,250,akad,resort,malam
dekor jawa malang 20 <= 5jt pantai,cari_dekor,jawa,malang,0,5000000,20,lamaran+akad,pantai,malam
venue minang medan 200 20jt-30jt lamaran pantai,cari_venue,minang,medan,20000000,30000000,200,lamaran,pantai,weekday
catering bugis jakarta selatan 20 90jt-105jt lamaran+akad rumah,cari_catering,bugis,jakarta selatan,90000000,105000000,20,lamaran+akad,rumah,siang
paket batak semarang 50 <= 20jt lamaran+akad masjid weekday,cari_rekomendasi_paket,batak,semarang,0,20000000,50,lamaran+akad,masjid,weekday
paket jawa puncak 120 30jt-50jt akad+resepsi outdoor,cari_rekomendasi_paket,jawa,puncak,30000000,50000000,120,akad+resepsi,outdoor,siang
estimasi modern malang 20 estimasi resepsi outdoor weekday,estimasi_budget,modern,malang,0,0,20,resepsi,outdoor,weekday
venue modern padang 550 80jt-100jt lamaran,cari_venue,modern,padang,80000000,100000000,550,lamaran,cafe,siang
paket melayu padang 350 <= 10jt akad taman,cari_rekomendasi_paket,melayu,padang,0,10000000,350,akad,taman,
vendor mix_sunda_jawa padang 20 200jt-250jt,cari_vendor,mix_sunda_jawa,padang,200000000,250000000,20,akad,kebun,malam
cek minimalis jakarta timur 120 30jt-50jt taman,tanya_kemungkinan,minimalis,jakarta timur,30000000,50000000,120,akad+resepsi,taman,weekday
venue jawa jakarta pusat 350 <= 10jt lamaran+akad ballroom,cari_venue,jawa,jakarta pusat,0,10000000,350,lamaran+akad,ballroom,
estimasi batak bandung 350 estimasi lamaran villa siang,estimasi_budget,batak,bandung,0,0,350,lamaran,villa,siang
estimasi modern tasikmalaya 500 estimasi resort,estimasi_budget,modern,tasikmalaya,0,0,500,lamaran+akad,resort,weekday
cek bugis surabaya 30 60jt-70jt akad taman,tanya_kemungkinan,bugis,surabaya,60000000,70000000,30,akad,taman,weekday
vendor internasional bandung 350 <= 10jt resepsi siang,cari_vendor,internasional,bandung,0,10000000,350,resepsi,restoran,siang
vendor rustic bali 50 100jt-150jt lamaran taman,cari_vendor,rustic,bali,100000000,150000000,50,lamaran,taman,weekday
paket internasional jakarta timur 600 80jt-90jt akad+resepsi ballroom,cari_rekomendasi_paket,internasional,jakarta timur,80000000,90000000,600,akad+resepsi,ballroom,siang
paket bugis bogor 450 120jt-150jt akad,cari_rekomendasi_paket,bugis,bogor,120000000,150000000,450,akad,taman,weekday
catering mix_sunda_jawa bekasi 180 120jt-180jt akad rumah weekday,cari_catering,mix_sunda_jawa,bekasi,120000000,180000000,180,akad,rumah,weekday
vendor mix_sunda_jawa bekasi 200 <= 8jt akad kebun,cari_vendor,mix_sunda_jawa,bekasi,0,8000000,200,akad,kebun,minggu
vendor minimalis bekasi 450 <= 10jt lamaran+akad taman,cari_vendor,minimalis,bekasi,0,10000000,450,lamaran+akad,taman,pagi
estimasi batak tasikmalaya 120 estimasi lamaran+akad gedung,estimasi_budget,batak,tasikmalaya,0,0,120,lamaran+akad,gedung,
estimasi modern depok 500 estimasi resepsi rumah,estimasi_budget,modern,depok,0,0,500,resepsi,rumah,weekday
vendor sunda sentul 180 5jt-15jt akad cafe,cari_vendor,sunda,sentul,5000000,15000000,180,akad,cafe,weekday
catering jawa surakarta 100 10jt-30jt resepsi villa,cari_catering,jawa,surakarta,10000000,30000000,100,resepsi,villa,minggu
catering sunda surabaya 80 20jt-40jt akad+resepsi,cari_catering,sunda,surabaya,20000000,40000000,80,akad+resepsi,rumah,pagi
dekor modern surabaya 500 <= 10jt lamaran+akad resort,cari_dekor,modern,surabaya,0,10000000,500,lamaran+akad,resort,malam
cek minimalis bandung 350 120jt-180jt akad+resepsi,tanya_kemungkinan,minimalis,bandung,120000000,180000000,350,akad+resepsi,resort,pagi
venue batak jakarta pusat 450 5jt-10jt kebun,cari_venue,batak,jakarta pusat,5000000,10000000,450,lamaran+akad,kebun,malam
paket minimalis bandung 100 <= 20jt rooftop pagi,cari_rekomendasi_paket,minimalis,bandung,0,20000000,100,akad,rooftop,pagi
estimasi batak tasikmalaya 20 estimasi resepsi,estimasi_budget,batak,tasikmalaya,0,0,20,resepsi,restoran,minggu
estimasi jawa jakarta barat 80 estimasi lamaran outdoor,estimasi_budget,jawa,jakarta barat,0,0,80,lamaran,outdoor,weekday
catering modern bali 80 60jt-80jt lamaran+akad hotel,cari_catering,modern,bali,60000000,80000000,80,lamaran+akad,hotel,weekday
vendor melayu puncak 350 5jt-10jt akad+resepsi ballroom siang,cari_vendor,melayu,puncak,5000000,10000000,350,akad+resepsi,ballroom,siang
estimasi jawa bogor 120 estimasi akad hotel,estimasi_budget,jawa,bogor,0,0,120,akad,hotel,siang
dekor jawa surakarta 200 180jt-250jt lamaran+akad resort,cari_dekor,jawa,surakarta,180000000,250000000,200,lamaran+akad,resort,pagi
dekor melayu pekanbaru 150 <= 10jt akad+resepsi resort malam,cari_dekor,melayu,pekanbaru,0,10000000,150,akad+resepsi,resort,malam
paket batak jakarta barat 400 <= 8jt lamaran masjid siang,cari_rekomendasi_paket,batak,jakarta barat,0,8000000,400,lamaran,masjid,siang
estimasi mix_sunda_jawa surabaya 180 estimasi akad rooftop minggu,estimasi_budget,mix_sunda_jawa,surabaya,0,0,180,akad,rooftop,minggu
catering melayu garut 30 <= 8jt lamaran outdoor,cari_catering,melayu,garut,0,8000000,30,lamaran,outdoor,
vendor jawa padang 300 150jt-200jt lamaran+akad kebun pagi,cari_vendor,jawa,padang,150000000,200000000,300,lamaran+akad,kebun,pagi
venue internasional jakarta pusat 250 200jt-250jt akad,cari_venue,internasional,jakarta pusat,200000000,250000000,250,akad,restoran,pagi
catering bugis yogyakarta 50 resepsi rumah,cari_catering,bugis,yogyakarta,150000000,200000000,50,resepsi,rumah,siang
cek jawa sentul 30 <= 5jt akad ballroom,tanya_kemungkinan,jawa,sentul,0,5000000,30,akad,ballroom,malam
cek minang bogor 600 <= 10jt lamaran+akad,tanya_kemungkinan,minang,bogor,0,10000000,600,lamaran+akad,rooftop,siang
catering internasional surabaya 100 20jt-40jt akad+resepsi taman,cari_catering,internasional,surabaya,20000000,40000000,100,akad+resepsi,taman,weekday
catering modern jakarta timur 50 180jt-250jt,cari_catering,modern,jakarta timur,180000000,250000000,50,lamaran,hotel,pagi
paket rustic padang 120 <= 10jt lamaran taman,cari_rekomendasi_paket,rustic,padang,0,10000000,120,lamaran,taman,weekday
estimasi mix_sunda_jawa depok 120 estimasi akad+resepsi taman,estimasi_budget,mix_sunda_jawa,depok,0,0,120,akad+resepsi,taman,
catering minimalis bandung 350 90jt-105jt resepsi masjid siang,cari_catering,minimalis,bandung,90000000,105000000,350,resepsi,masjid,siang
catering modern makassar 350 5jt-15jt lamaran,cari_catering,modern,makassar,5000000,15000000,350,lamaran,hotel,malam
venue jawa padang 500 20jt-30jt kebun,cari_venue,jawa,padang,20000000,30000000,500,resepsi,kebun,siang
estimasi internasional tasikmalaya 100 estimasi akad+resepsi hotel minggu,estimasi_budget,internasional,tasikmalaya,0,0,100,akad+resepsi,hotel,minggu
vendor jawa bali 30 20jt-30jt akad+resepsi villa,cari_vendor,jawa,bali,20000000,30000000,30,akad+resepsi,villa,
catering jawa makassar 200 lamaran resort,cari_catering,jawa,makassar,0,5000000,200,lamaran,resort,weekday
vendor bugis sentul 250 <= 20jt lamaran restoran,cari_vendor,bugis,sentul,0,20000000,250,lamaran,restoran,malam
vendor minang medan 450 90jt-120jt lamaran+akad resort,cari_vendor,minang,medan,90000000,120000000,450,lamaran+akad,resort,minggu
vendor minimalis makassar 180 <= 5jt akad outdoor,cari_vendor,minimalis,makassar,0,5000000,180,akad,outdoor,siang
paket minang jakarta barat 400 50jt-70jt resepsi ballroom,cari_rekomendasi_paket,minang,jakarta barat,50000000,70000000,400,resepsi,ballroom,
estimasi batak sentul 600 estimasi lamaran+akad resort,estimasi_budget,batak,sentul,0,0,600,lamaran+akad,resort,weekday
paket internasional makassar 350 resepsi pantai minggu,cari_rekomendasi_paket,internasional,makassar,10000000,30000000,350,resepsi,pantai,minggu
cek batak tasikmalaya 300 50jt-70jt akad taman weekday,tanya_kemungkinan,batak,tasikmalaya,50000000,70000000,300,akad,taman,weekday
vendor jawa surabaya 50 200jt-300jt resepsi resort,cari_vendor,jawa,surabaya,200000000,300000000,50,resepsi,resort,malam
venue melayu semarang 500 <= 20jt resepsi pantai,cari_venue,melayu,semarang,0,20000000,500,resepsi,pantai,weekday
estimasi batak malang 180 estimasi resepsi rooftop,estimasi_budget,batak,malang,0,0,180,resepsi,rooftop,weekday
estimasi mix_sunda_jawa semarang 250 estimasi akad+resepsi rumah,estimasi_budget,mix_sunda_jawa,semarang,0,0,250,akad+resepsi,rumah,malam
venue melayu garut 120 <= 10jt lamaran resort,cari_venue,melayu,garut,0,10000000,120,lamaran,resort,pagi
paket rustic depok 500 10jt-30jt pantai,cari_rekomendasi_paket,rustic,depok,10000000,30000000,500,akad,pantai,
dekor rustic bali 500 lamaran+akad masjid,cari_dekor,rustic,bali,80000000,90000000,500,lamaran+akad,masjid,minggu
venue melayu yogyakarta 250 30jt-50jt resepsi,cari_venue,melayu,yogyakarta,30000000,50000000,250,resepsi,villa,pagi
cek melayu jakarta pusat 550 <= 10jt resepsi masjid,tanya_kemungkinan,melayu,jakarta pusat,0,10000000,550,resepsi,masjid,
venue melayu bandung 150 akad+resepsi hotel siang,cari_venue,melayu,bandung,100000000,150000000,150,akad+resepsi,hotel,siang
paket minimalis makassar 350 90jt-105jt resepsi villa,cari_rekomendasi_paket,minimalis,makassar,90000000,105000000,350,resepsi,villa,weekday
vendor modern jakarta selatan 400 10jt-30jt,cari_vendor,modern,jakarta selatan,10000000,30000000,400,akad,hotel,siang
venue minang jakarta barat 30 <= 8jt rumah,cari_venue,minang,jakarta barat,0,8000000,30,akad,rumah,malam
catering internasional padang 180 150jt-200jt akad+resepsi villa,cari_catering,internasional,padang,150000000,200000000,180,akad+resepsi,villa,pagi
catering sunda surabaya 400 90jt-105jt akad+resepsi ballroom malam,cari_catering,sunda,surabaya,90000000,105000000,400,akad+resepsi,ballroom,malam
venue bugis yogyakarta 30 80jt-100jt akad+resepsi resort malam,cari_venue,bugis,yogyakarta,80000000,100000000,30,akad+resepsi,resort,malam
cek modern padang 50 50jt-60jt resepsi kebun minggu,tanya_kemungkinan,modern,padang,50000000,60000000,50,resepsi,kebun,minggu
estimasi jawa bandung 250 estimasi akad+resepsi gedung,estimasi_budget,jawa,bandung,0,0,250,akad+resepsi,gedung,weekday
catering modern malang 80 50jt-70jt akad masjid,cari_catering,modern,malang,50000000,70000000,80,akad,masjid,malam
estimasi rustic surakarta 600 estimasi lamaran+akad rumah,estimasi_budget,rustic,surakarta,0,0,600,lamaran+akad,rumah,siang
vendor minang pekanbaru 150 <= 8jt akad rumah,cari_vendor,minang,pekanbaru,0,8000000,150,akad,rumah,weekday
paket minimalis cirebon 200 50jt-70jt lamaran+akad ballroom,cari_rekomendasi_paket,minimalis,cirebon,50000000,70000000,200,lamaran+akad,ballroom,malam
estimasi modern depok 450 estimasi lamaran taman weekday,estimasi_budget,modern,depok,0,0,450,lamaran,taman,weekday
estimasi melayu surakarta 450 estimasi lamaran resort,estimasi_budget,melayu,surakarta,0,0,450,lamaran,resort,minggu
paket minimalis jakarta selatan 350 120jt-150jt resepsi cafe,cari_rekomendasi_paket,minimalis,jakarta selatan,120000000,150000000,350,resepsi,cafe,minggu
vendor modern padang 120 60jt-70jt lamaran weekday,cari_vendor,modern,padang,60000000,70000000,120,lamaran,rooftop,weekday
vendor sunda bekasi 150 20jt-40jt resepsi outdoor,cari_vendor,sunda,bekasi,20000000,40000000,150,resepsi,outdoor,malam
paket modern malang 100 100jt-150jt,cari_rekomendasi_paket,modern,malang,100000000,150000000,100,lamaran,pantai,pagi
catering sunda garut 50 80jt-90jt lamaran resort weekday,cari_catering,sunda,garut,80000000,90000000,50,lamaran,resort,weekday
vendor sunda makassar 120 40jt-50jt akad+resepsi outdoor minggu,cari_vendor,sunda,makassar,40000000,50000000,120,akad+resepsi,outdoor,minggu
venue minang malang 80 180jt-215jt resepsi cafe,cari_venue,minang,malang,180000000,215000000,80,resepsi,cafe,minggu
vendor rustic jakarta barat 50 akad outdoor,cari_vendor,rustic,jakarta barat,30000000,40000000,50,akad,outdoor,weekday
paket rustic jakarta timur 500 70jt-90jt lamaran+akad rumah,cari_rekomendasi_paket,rustic,jakarta timur,70000000,90000000,500,lamaran+akad,rumah,siang
venue minimalis surabaya 250 30jt-50jt lamaran minggu,cari_venue,minimalis,surabaya,30000000,50000000,250,lamaran,pantai,minggu
